SUMMARY,Unnamed: 3,Unnamed: 4,ZWL,USD ,Date
GL ACC,2202000002.0,Technical Equipment Maintenance,35339768.26889851,190970.2866680077,2113-01-04
GL ACC,2200600003.0,Renewal of Computer software,458578042.3548465,3674904.192253919,2113-01-05
GL ACC,2202000004.0,Maintenance of Technical and Office Equipment,584630.1428744326,3966.097863597681,2113-01-06
GRANT TOTAL ZWL,,,1162611137.372594,,2113-01-07
GRANT TOTAL ZWL,,,,,2113-01-08
,,,,7734784.701297345,2113-01-09
GL ACC,2200600002.0,Consumables,262052195.2330543,2207733.577504663,2114-01-01
GL ACC,3112210001.0,ICT Equipment,155170904.1353588,1435882.552802189,2114-01-02
GL ACC,2201900002.0,Part Technical equipment,20288576.1016207,165418.1618391092,2114-01-03
GL ACC,2202000002.0,Technical Equipment Maintenance,33811974.18993285,174923.3987157945,2114-01-04
GL ACC,2200600003.0,Renewal of Computer software,486530634.9363745,4110637.992839649,2114-01-05
GL ACC,2202000004.0,Maintenance of Technical and Office Equipment,580470.2801520583,4197.259133655566,2114-01-06
GRANT TOTAL ZWL,,,1176584026.619844,,2114-01-07
GRANT TOTAL ZWL,,,,,2114-01-08
,,,,6682306.385818049,2114-01-09
